Transaction Amount,Quantity,Customer Age,Is Fraudulent,Account Age Days,Transaction Hour,Txn_Month,Txn_DayOfWeek,Txn_IsWeekend,Txn_DayOfMonth,Amount_Per_Qty,Addr_Match,User_Txn_Count,User_Avg_Amount,User_Avg_Age,Amt_UserRatio,Location_Freq,Payment Method_bank transfer,Payment Method_credit card,Payment Method_debit card,Product Category_electronics,Product Category_health & beauty,Product Category_home & garden,Product Category_toys & games,Device Used_mobile,Device Used_tablet
56.87,3,36.0,0,257,4,4,6,1,7,18.96,1,1,56.87,36.0,1.0,0.0,0,0,1,0,0,1,0,0,1
53.18,3,49.0,0,76,17,4,1,0,2,17.73,1,1,53.18,49.0,1.0,0.0,0,0,1,1,0,0,0,0,1
167.48,3,36.0,0,271,6,2,6,1,25,55.83,1,1,167.48,36.0,1.0,0.0,0,0,0,1,0,0,0,1,0
36.29,2,38.0,0,77,7,3,4,0,22,18.14,1,1,36.29,38.0,1.0,0.0,1,0,0,0,0,0,0,0,0
151.27,4,19.0,0,306,17,3,5,1,2,37.82,1,1,151.27,19.0,1.0,0.0001,1,0,0,0,1,0,0,0,1
326.17,3,48.0,0,342,23,3,2,0,20,108.72,1,1,326.17,48.0,1.0,0.0,1,0,0,0,0,0,1,0,0
89.02,4,48.0,0,64,7,2,5,1,3,22.26,1,1,89.02,48.0,1.0,0.0004,1,0,0,0,1,0,0,0,0
212.08,4,46.0,0,174,4,3,4,0,1,53.02,1,1,212.08,46.0,1.0,0.0,0,0,0,0,0,1,0,0,0
44.54,3,52.0,0,265,6,3,5,1,30,14.85,1,1,44.54,52.0,1.0,0.0,0,1,0,0,1,0,0,0,1
312.46,1,40.0,0,41,20,3,0,0,18,312.46,1,1,312.46,40.0,1.0,0.0002,0,0,1,0,0,1,0,0,1
233.54,2,34.0,0,344,18,1,3,0,11,116.77,1,1,233.54,34.0,1.0,0.0,0,0,1,0,0,0,0,0,1
336.11,2,35.0,0,358,5,3,2,0,20,168.06,0,1,336.11,35.0,1.0,0.0001,0,1,0,0,0,0,0,1,0
198.19,3,41.0,0,53,2,2,2,0,14,66.06,1,1,198.19,41.0,1.0,0.0003,1,0,0,0,0,0,0,0,1
24.94,4,48.0,0,175,17,1,6,1,28,6.24,1,1,24.94,48.0,1.0,0.0,0,0,1,0,0,1,0,0,1
421.94,3,28.0,0,283,22,1,1,0,30,140.65,1,1,421.94,28.0,1.0,0.0,0,0,1,1,0,0,0,1,0
44.71,2,63.0,0,82,16,2,2,0,21,22.36,1,1,44.71,63.0,1.0,0.0002,0,0,1,1,0,0,0,0,0
125.63,1,40.0,0,236,6,2,3,0,1,125.63,1,1,125.63,40.0,1.0,0.0,1,0,0,0,0,1,0,0,0
107.17,2,42.0,0,237,21,4,2,0,3,53.58,1,1,107.17,42.0,1.0,0.0,0,0,0,0,1,0,0,0,0
318.27,5,25.0,0,6,15,1,2,0,3,63.65,1,1,318.27,25.0,1.0,0.0001,0,0,0,0,0,0,1,0,1
156.68,3,26.0,0,95,17,2,4,0,23,52.23,1,1,156.68,26.0,1.0,0.0007,0,1,0,0,0,1,0,0,1
178.79,3,45.0,0,198,0,1,1,0,16,59.6,1,1,178.79,45.0,1.0,0.0002,0,0,1,0,0,0,1,0,1
149.58,1,29.0,0,223,22,1,4,0,5,149.58,1,1,149.58,29.0,1.0,0.0002,0,0,0,0,0,1,0,1,0
140.17,4,24.0,0,68,0,3,4,0,1,35.04,1,1,140.17,24.0,1.0,0.0001,1,0,0,1,0,0,0,1,0
58.61,5,35.0,0,359,3,1,3,0,18,11.72,1,1,58.61,35.0,1.0,0.0001,0,0,0,1,0,0,0,0,0
106.0,4,38.0,0,166,15,3,4,0,15,26.5,1,1,106.0,38.0,1.0,0.0005,1,0,0,1,0,0,0,0,1
98.28,1,30.0,0,275,20,1,6,1,21,98.28,1,1,98.28,30.0,1.0,0.0,0,0,0,0,0,0,0,0,0
363.48,4,56.0,0,269,3,3,6,1,17,90.87,1,1,363.48,56.0,1.0,0.0,0,1,0,1,0,0,0,0,0
191.75,5,25.0,0,6,17,2,1,0,6,38.35,1,1,191.75,25.0,1.0,0.0002,0,1,0,1,0,0,0,0,1
512.66,3,38.0,0,206,20,3,6,1,17,170.89,1,1,512.66,38.0,1.0,0.0,0,1,0,0,1,0,0,0,0
361.51,5,45.0,0,281,3,2,5,1,17,72.3,1,1,361.51,45.0,1.0,0.0001,1,0,0,0,0,1,0,0,0
139.52,4,33.0,0,132,23,1,3,0,18,34.88,1,1,139.52,33.0,1.0,0.0,1,0,0,0,0,0,1,1,0
636.71375,4,24.0,0,296,3,3,1,0,5,159.18,1,1,636.71,24.0,1.0,0.0,0,0,0,0,0,1,0,0,1
44.63,5,20.0,0,239,7,1,4,0,5,8.93,1,1,44.63,20.0,1.0,0.0001,1,0,0,0,0,0,0,0,1
636.71375,2,40.0,0,190,15,3,0,0,11,318.36,1,1,636.71,40.0,1.0,0.0004,0,0,0,0,0,1,0,0,0
45.46,1,19.0,0,331,1,3,2,0,6,45.46,1,1,45.46,19.0,1.0,0.0,1,0,0,0,0,1,0,1,0
23.54,3,41.0,0,96,19,3,6,1,31,7.85,1,1,23.54,41.0,1.0,0.0002,0,0,1,0,0,0,0,0,0
249.01,1,20.0,0,99,7,1,3,0,18,249.01,1,1,249.01,20.0,1.0,0.0001,1,0,0,0,0,1,0,0,1
131.28,2,57.0,0,20,14,2,2,0,28,65.64,1,1,131.28,57.0,1.0,0.0002,0,0,1,0,1,0,0,1,0
424.39,2,39.0,0,140,3,1,2,0,10,212.2,1,1,424.39,39.0,1.0,0.0003,1,0,0,0,0,0,1,0,0
200.34,5,60.0,0,41,4,4,6,1,7,40.07,1,1,200.34,60.0,1.0,0.0,1,0,0,1,0,0,0,1,0
38.46,3,37.0,0,2,20,2,0,0,5,12.82,1,1,38.46,37.0,1.0,0.0,0,1,0,0,1,0,0,0,1
425.65,5,31.0,0,315,10,2,4,0,23,85.13,1,1,425.65,31.0,1.0,0.0,0,0,0,0,0,1,0,1,0
60.16,5,16.0,0,285,1,2,0,0,19,12.03,1,1,60.16,16.0,1.0,0.0,0,0,1,1,0,0,0,1,0
53.58,1,21.0,0,46,22,3,2,0,27,53.58,1,1,53.58,21.0,1.0,0.0002,0,0,0,0,0,0,0,0,0
51.95,3,32.0,0,42,9,4,5,1,6,17.32,1,1,51.95,32.0,1.0,0.0,1,0,0,0,0,0,0,1,0
43.33,5,28.0,0,301,15,1,6,1,28,8.67,1,1,43.33,28.0,1.0,0.0003,0,1,0,0,0,0,0,1,0
320.39,3,48.0,0,159,5,3,0,0,18,106.8,1,1,320.39,48.0,1.0,0.0002,0,0,0,0,1,0,0,0,0
62.1,1,27.0,0,184,8,3,2,0,27,62.1,1,1,62.1,27.0,1.0,0.0,1,0,0,0,0,0,1,0,0
81.73,3,40.0,0,102,4,2,3,0,1,27.24,1,1,81.73,40.0,1.0,0.0,0,1,0,0,0,0,0,0,1
417.43,1,36.0,0,85,4,2,0,0,19,417.43,1,1,417.43,36.0,1.0,0.0001,0,1,0,1,0,0,0,0,0
140.87,5,27.0,0,236,3,2,5,1,24,28.17,1,1,140.87,27.0,1.0,0.0,0,1,0,1,0,0,0,0,0
629.63,2,47.0,0,37,12,3,4,0,29,314.82,1,1,629.63,47.0,1.0,0.0,1,0,0,0,0,0,1,0,1
299.81,4,45.0,0,47,12,2,0,0,5,74.95,1,1,299.81,45.0,1.0,0.0004,0,0,1,0,0,0,0,1,0
133.12,5,27.0,0,135,14,2,0,0,5,26.62,1,1,133.12,27.0,1.0,0.0,1,0,0,0,0,1,0,0,1
279.22,1,42.0,0,69,2,2,1,0,27,279.22,0,1,279.22,42.0,1.0,0.0002,0,0,0,0,0,1,0,0,1
175.95,2,30.0,0,258,7,3,4,0,22,87.98,1,1,175.95,30.0,1.0,0.0,0,0,0,0,0,1,0,1,0
157.44,2,46.0,0,56,22,2,2,0,21,78.72,1,1,157.44,46.0,1.0,0.0002,1,0,0,0,1,0,0,0,1
12.3,4,26.0,0,69,5,1,0,0,15,3.08,1,1,12.3,26.0,1.0,0.0,1,0,0,0,0,0,0,1,0
131.59,2,19.0,1,9,8,1,5,1,27,65.8,1,1,131.59,19.0,1.0,0.0,0,0,0,0,0,1,0,0,1
124.24,4,39.0,0,122,3,2,4,0,23,31.06,1,1,124.24,39.0,1.0,0.0002,0,1,0,1,0,0,0,1,0
73.55,2,27.0,0,186,17,1,2,0,3,36.78,1,1,73.55,27.0,1.0,0.0,1,0,0,0,0,0,0,0,0
383.96,3,28.0,0,239,15,3,5,1,30,127.99,1,1,383.96,28.0,1.0,0.0001,0,0,1,0,0,1,0,1,0
284.62,1,48.0,0,105,11,1,4,0,26,284.62,1,1,284.62,48.0,1.0,0.0002,0,1,0,1,0,0,0,0,0
40.78,3,29.0,0,48,13,1,0,0,1,13.59,1,1,40.78,29.0,1.0,0.0,0,0,0,0,0,0,1,0,0
393.49,1,41.0,0,180,11,2,3,0,22,393.49,1,1,393.49,41.0,1.0,0.0,0,1,0,0,0,0,1,0,1
636.71375,2,26.0,0,302,11,2,0,0,12,318.36,1,1,636.71,26.0,1.0,0.0001,0,0,0,0,0,0,0,0,1
158.6,4,37.0,0,173,5,1,0,0,15,39.65,1,1,158.6,37.0,1.0,0.0001,0,1,0,0,0,0,1,0,0
44.05,1,13.0,0,129,20,4,4,0,5,44.05,1,1,44.05,13.0,1.0,0.0001,0,0,0,1,0,0,0,0,0
105.82,1,47.0,0,106,0,2,0,0,12,105.82,0,1,105.82,47.0,1.0,0.0003,0,0,1,0,0,0,0,0,0
45.98,5,29.0,1,137,2,3,5,1,30,9.2,0,1,45.98,29.0,1.0,0.0003,0,1,0,0,0,0,1,1,0
119.46,5,40.0,0,258,4,2,3,0,15,23.89,1,1,119.46,40.0,1.0,0.0,0,0,0,0,0,0,0,0,0
56.63,1,38.0,0,39,14,2,2,0,7,56.63,1,1,56.63,38.0,1.0,0.0,1,0,0,0,0,0,1,0,1
272.17,3,29.0,0,123,5,3,3,0,28,90.72,1,1,272.17,29.0,1.0,0.0,0,0,0,0,1,0,0,1,0
200.1,3,31.0,0,349,9,1,4,0,26,66.7,1,1,200.1,31.0,1.0,0.0,0,0,0,0,0,0,0,0,0
263.41,1,23.0,0,338,19,3,3,0,21,263.41,1,1,263.41,23.0,1.0,0.0001,0,0,1,1,0,0,0,0,1
124.68,2,35.0,0,346,17,1,0,0,29,62.34,1,1,124.68,35.0,1.0,0.0,0,0,0,0,0,1,0,0,1
636.71375,5,30.0,0,211,5,1,2,0,3,127.34,1,1,636.71,30.0,1.0,0.0,1,0,0,0,0,0,1,0,1
213.73,1,38.0,0,253,9,1,2,0,24,213.73,1,1,213.73,38.0,1.0,0.0001,0,0,0,1,0,0,0,0,1
41.45,2,52.0,0,328,3,2,4,0,16,20.72,0,1,41.45,52.0,1.0,0.0,0,1,0,1,0,0,0,1,0
229.52,2,35.0,0,26,3,1,6,1,7,114.76,0,1,229.52,35.0,1.0,0.0,0,0,1,0,0,0,1,1,0
636.71375,3,30.0,0,324,10,2,3,0,8,212.24,1,1,636.71,30.0,1.0,0.0002,0,0,1,1,0,0,0,0,0
314.38,2,56.0,0,64,7,3,6,1,24,157.19,1,1,314.38,56.0,1.0,0.0,0,1,0,0,0,0,1,1,0
182.89,4,55.0,0,320,9,4,3,0,4,45.72,1,1,182.89,55.0,1.0,0.0,1,0,0,0,0,0,1,1,0
15.13,1,34.0,0,110,8,2,2,0,21,15.13,1,1,15.13,34.0,1.0,0.0,1,0,0,0,1,0,0,0,1
636.71375,3,30.0,1,7,7,1,3,0,18,212.24,1,1,636.71,30.0,1.0,0.0002,0,0,1,0,1,0,0,0,1
292.33,2,34.0,0,24,16,1,5,1,27,146.16,0,1,292.33,34.0,1.0,0.0001,0,1,0,0,0,0,1,1,0
83.2,2,47.0,0,174,14,1,6,1,14,41.6,1,1,83.2,47.0,1.0,0.0,1,0,0,0,0,0,1,1,0
161.05,5,37.0,0,111,21,3,6,1,31,32.21,1,1,161.05,37.0,1.0,0.0,0,1,0,1,0,0,0,0,0
527.79,5,26.0,0,188,17,1,6,1,7,105.56,1,1,527.79,26.0,1.0,0.0003,0,0,0,0,0,0,0,0,0
46.32,3,14.0,0,309,22,3,0,0,25,15.44,1,1,46.32,14.0,1.0,0.0,0,1,0,0,1,0,0,0,0
285.53,5,37.0,0,34,10,3,4,0,15,57.11,1,1,285.53,37.0,1.0,0.0001,0,0,0,0,0,0,0,0,0
369.73,2,22.0,0,296,22,3,6,1,3,184.86,1,1,369.73,22.0,1.0,0.0001,0,1,0,0,0,0,1,0,0
179.52,5,26.0,0,104,12,4,3,0,4,35.9,1,1,179.52,26.0,1.0,0.0,1,0,0,0,0,0,0,0,0
72.4,4,39.0,0,228,5,1,0,0,1,18.1,1,1,72.4,39.0,1.0,0.0,0,0,0,0,0,0,1,1,0
96.05,5,18.0,0,144,9,1,4,0,19,19.21,1,1,96.05,18.0,1.0,0.0001,0,1,0,1,0,0,0,0,1
281.39,4,32.0,0,78,8,2,5,1,17,70.35,1,1,281.39,32.0,1.0,0.0001,1,0,0,0,1,0,0,0,0
636.71375,2,38.0,0,258,19,1,0,0,22,318.36,0,1,636.71,38.0,1.0,0.0001,0,1,0,0,0,0,0,1,0
486.9,4,42.0,1,27,13,1,3,0,25,121.72,1,1,486.9,42.0,1.0,0.0001,0,1,0,0,0,0,1,0,1
636.71375,4,31.0,0,338,12,1,2,0,3,159.18,1,1,636.71,31.0,1.0,0.0003,0,0,1,1,0,0,0,0,0
99.26,4,19.0,0,260,14,4,2,0,3,24.82,1,1,99.26,19.0,1.0,0.0,1,0,0,0,0,0,1,1,0
71.85,1,29.0,1,26,19,2,4,0,9,71.85,1,1,71.85,29.0,1.0,0.0,0,1,0,0,0,0,1,1,0
427.1,2,35.0,0,244,16,3,2,0,6,213.55,1,1,427.1,35.0,1.0,0.0,0,0,0,0,1,0,0,1,0
38.26,5,50.0,0,266,18,2,5,1,24,7.65,1,1,38.26,50.0,1.0,0.0,0,1,0,0,1,0,0,0,1
119.73,2,39.0,0,39,1,3,3,0,14,59.86,1,1,119.73,39.0,1.0,0.0001,0,0,0,1,0,0,0,1,0
636.71375,3,34.0,0,199,21,1,5,1,6,212.24,1,1,636.71,34.0,1.0,0.0,0,0,1,1,0,0,0,0,1
552.14,5,33.0,0,138,2,1,0,0,22,110.43,1,1,552.14,33.0,1.0,0.0,0,0,1,0,0,0,0,0,0
19.89,3,42.0,0,234,13,1,0,0,22,6.63,0,1,19.89,42.0,1.0,0.0001,1,0,0,1,0,0,0,0,1
266.44,1,29.0,1,52,4,1,5,1,13,266.44,1,1,266.44,29.0,1.0,0.0,1,0,0,1,0,0,0,0,0
16.98,3,27.0,0,312,13,1,6,1,28,5.66,1,1,16.98,27.0,1.0,0.0001,0,0,1,0,0,1,0,0,1
25.45,4,42.0,0,229,16,1,2,0,17,6.36,1,1,25.45,42.0,1.0,0.0003,0,0,0,1,0,0,0,0,0
581.2,3,49.0,0,262,20,2,2,0,28,193.73,1,1,581.2,49.0,1.0,0.0001,1,0,0,1,0,0,0,0,0
30.16,1,32.0,0,105,15,2,0,0,26,30.16,1,1,30.16,32.0,1.0,0.0001,0,0,1,0,0,0,1,1,0
106.81,2,23.0,0,107,3,2,2,0,21,53.4,1,1,106.81,23.0,1.0,0.0,0,1,0,0,0,0,0,1,0
199.88,2,27.0,0,113,11,2,1,0,13,99.94,1,1,199.88,27.0,1.0,0.0001,1,0,0,0,0,0,0,1,0
285.37,5,36.0,0,301,23,2,1,0,27,57.07,1,1,285.37,36.0,1.0,0.0,1,0,0,0,0,1,0,1,0
273.37,1,21.0,0,315,10,2,3,0,8,273.37,1,1,273.37,21.0,1.0,0.0002,0,0,0,1,0,0,0,1,0
253.08,4,35.0,0,19,2,2,4,0,2,63.27,1,1,253.08,35.0,1.0,0.0001,0,1,0,0,1,0,0,0,1
116.36,3,41.0,0,165,12,1,0,0,15,38.79,1,1,116.36,41.0,1.0,0.0,0,0,1,0,0,1,0,0,1
365.56,2,47.0,0,295,5,4,6,1,7,182.78,1,1,365.56,47.0,1.0,0.0,0,0,0,0,0,0,1,1,0
305.45,5,43.0,0,175,0,2,0,0,12,61.09,0,1,305.45,43.0,1.0,0.0001,1,0,0,0,1,0,0,1,0
79.87,1,35.0,0,240,10,2,2,0,28,79.87,1,1,79.87,35.0,1.0,0.0003,0,0,1,0,1,0,0,0,1
50.29,1,25.0,0,8,11,3,3,0,21,50.29,1,1,50.29,25.0,1.0,0.0001,0,0,0,1,0,0,0,0,1
257.95,3,38.0,0,35,3,1,1,0,2,85.98,1,1,257.95,38.0,1.0,0.0,0,0,1,0,0,0,1,1,0
143.93,5,43.0,0,258,7,1,1,0,2,28.79,1,1,143.93,43.0,1.0,0.0,0,1,0,0,0,1,0,1,0
70.73,3,32.0,0,85,0,2,0,0,5,23.58,1,1,70.73,32.0,1.0,0.0,0,0,1,0,1,0,0,0,0
487.1,4,36.0,0,113,10,1,6,1,14,121.78,1,1,487.1,36.0,1.0,0.0,1,0,0,0,0,1,0,1,0
51.17,2,19.0,0,52,10,2,4,0,9,25.58,1,1,51.17,19.0,1.0,0.0,0,0,0,0,0,1,0,1,0
83.2,4,27.0,0,177,16,3,0,0,18,20.8,1,1,83.2,27.0,1.0,0.0005,1,0,0,0,1,0,0,0,0
14.65,4,27.0,0,313,13,1,1,0,16,3.66,1,1,14.65,27.0,1.0,0.0002,1,0,0,1,0,0,0,0,1
11.78,1,28.0,0,291,12,3,5,1,9,11.78,0,1,11.78,28.0,1.0,0.0,0,0,1,0,1,0,0,1,0
24.82,3,49.0,0,292,20,1,2,0,17,8.27,1,1,24.82,49.0,1.0,0.0003,0,1,0,0,0,0,1,0,1
155.57,1,20.0,0,8,18,3,1,0,19,155.57,0,1,155.57,20.0,1.0,0.0,0,0,1,0,1,0,0,0,0
636.71375,1,39.0,0,182,7,3,4,0,29,636.71,1,1,636.71,39.0,1.0,0.0,0,0,1,1,0,0,0,0,1
108.19,1,40.0,0,82,20,2,6,1,18,108.19,1,1,108.19,40.0,1.0,0.0,0,0,0,0,0,0,0,0,0
103.37,1,47.0,0,337,20,1,0,0,15,103.37,0,1,103.37,47.0,1.0,0.0006,1,0,0,0,1,0,0,0,1
193.15,2,44.0,0,147,6,1,1,0,2,96.58,1,1,193.15,44.0,1.0,0.0,1,0,0,1,0,0,0,1,0
49.35,2,32.0,0,213,13,2,0,0,19,24.68,1,1,49.35,32.0,1.0,0.0,0,1,0,0,0,0,1,0,1
124.12,2,27.0,0,135,20,1,6,1,14,62.06,1,1,124.12,27.0,1.0,0.0001,1,0,0,0,1,0,0,0,1
141.77,4,47.0,0,13,17,1,1,0,2,35.44,1,1,141.77,47.0,1.0,0.0001,0,0,1,1,0,0,0,0,0
214.09,5,45.0,0,3,14,1,1,0,2,42.82,1,1,214.09,45.0,1.0,0.0,0,0,0,0,1,0,0,1,0
298.83,4,40.0,0,216,21,1,1,0,2,74.71,1,1,298.83,40.0,1.0,0.0001,0,0,0,0,0,0,0,1,0
77.98,4,56.0,0,68,19,2,0,0,26,19.5,1,1,77.98,56.0,1.0,0.0,0,0,0,0,0,0,1,0,0
330.2,5,48.0,0,151,1,3,5,1,9,66.04,0,1,330.2,48.0,1.0,0.0004,0,1,0,0,0,0,1,0,0
205.29,4,46.0,0,80,10,3,4,0,22,51.32,1,1,205.29,46.0,1.0,0.0,0,0,0,0,0,0,1,0,1
145.32,4,12.0,0,207,17,1,3,0,25,36.33,1,1,145.32,12.0,1.0,0.0001,0,1,0,0,0,0,0,0,1
149.63,4,40.0,0,3,9,4,2,0,3,37.41,1,1,149.63,40.0,1.0,0.0002,1,0,0,0,1,0,0,0,1
45.61,2,42.0,0,213,20,2,5,1,17,22.8,1,1,45.61,42.0,1.0,0.0001,0,1,0,0,0,1,0,0,0
135.0,5,32.0,0,130,23,2,3,0,22,27.0,1,1,135.0,32.0,1.0,0.0,0,0,1,0,0,0,1,1,0
184.35,2,51.0,0,119,21,3,0,0,11,92.18,1,1,184.35,51.0,1.0,0.0001,0,0,1,0,0,0,0,1,0
119.17,3,35.0,0,19,18,2,1,0,27,39.72,1,1,119.17,35.0,1.0,0.0006,0,1,0,0,0,1,0,0,0
518.52,5,14.0,0,75,0,2,1,0,6,103.7,1,1,518.52,14.0,1.0,0.0003,0,0,0,0,0,0,0,0,1
128.89,3,21.0,0,272,3,2,3,0,1,42.96,1,1,128.89,21.0,1.0,0.0,0,0,0,0,0,0,1,0,1
28.24,5,33.0,0,285,9,1,5,1,20,5.65,1,1,28.24,33.0,1.0,0.0003,0,0,0,0,1,0,0,0,1
327.81,2,45.0,0,26,14,3,5,1,16,163.9,0,1,327.81,45.0,1.0,0.0,0,0,0,0,1,0,0,1,0
52.51,1,36.0,0,81,13,3,2,0,27,52.51,1,1,52.51,36.0,1.0,0.0001,1,0,0,1,0,0,0,0,1
526.13,2,61.0,0,318,10,1,2,0,17,263.06,1,1,526.13,61.0,1.0,0.0,0,0,1,0,0,0,1,1,0
19.99,2,42.0,0,171,2,3,2,0,6,9.99,1,1,19.99,42.0,1.0,0.0002,1,0,0,0,0,0,1,0,0
174.93,5,37.0,0,329,11,3,3,0,7,34.99,1,1,174.93,37.0,1.0,0.0004,0,0,0,1,0,0,0,0,1
16.8,2,34.0,0,138,14,2,5,1,10,8.4,0,1,16.8,34.0,1.0,0.0,0,0,1,0,0,0,1,0,1
146.95,1,35.0,0,126,13,3,5,1,9,146.95,1,1,146.95,35.0,1.0,0.0,0,0,0,0,1,0,0,0,1
297.87,1,43.0,0,222,10,3,4,0,22,297.87,1,1,297.87,43.0,1.0,0.0,0,0,1,0,0,1,0,1,0
130.28,2,32.0,0,275,5,1,5,1,27,65.14,1,1,130.28,32.0,1.0,0.0,0,0,0,0,0,1,0,0,0
13.25,2,22.0,0,344,8,3,4,0,8,6.62,1,1,13.25,22.0,1.0,0.0,1,0,0,0,0,0,0,1,0
240.43,2,37.0,0,255,11,1,0,0,1,120.22,1,1,240.43,37.0,1.0,0.0,0,0,1,0,0,0,1,1,0
52.95,1,30.0,0,226,6,3,4,0,8,52.95,1,1,52.95,30.0,1.0,0.0003,1,0,0,1,0,0,0,0,1
146.9,4,31.0,0,89,22,3,3,0,14,36.72,1,1,146.9,31.0,1.0,0.0,1,0,0,0,0,1,0,1,0
267.19,4,34.0,0,128,23,2,0,0,12,66.8,1,1,267.19,34.0,1.0,0.0001,0,0,0,0,0,1,0,1,0
276.41,3,23.0,0,45,14,3,5,1,23,92.14,0,1,276.41,23.0,1.0,0.0,0,0,1,0,0,0,1,1,0
73.98,2,44.0,0,64,23,2,6,1,25,36.99,0,1,73.98,44.0,1.0,0.0,0,0,0,1,0,0,0,0,1
379.79,4,42.0,0,194,21,2,2,0,21,94.95,1,1,379.79,42.0,1.0,0.0,0,0,0,1,0,0,0,1,0
54.13,4,23.0,0,126,23,2,4,0,2,13.53,1,1,54.13,23.0,1.0,0.0001,1,0,0,1,0,0,0,0,1
118.84,5,38.0,0,345,22,1,1,0,16,23.77,0,1,118.84,38.0,1.0,0.0001,0,0,0,0,0,0,1,1,0
102.93,1,32.0,0,321,2,3,5,1,16,102.93,1,1,102.93,32.0,1.0,0.0001,0,0,1,0,0,0,0,1,0
132.03,4,30.0,0,68,5,1,6,1,28,33.01,1,1,132.03,30.0,1.0,0.0003,1,0,0,0,0,0,0,1,0
365.31,1,12.0,0,281,15,1,3,0,11,365.31,1,1,365.31,12.0,1.0,0.0,0,0,1,0,0,1,0,0,1
283.95,4,34.0,0,352,4,4,2,0,3,70.99,1,1,283.95,34.0,1.0,0.0,0,1,0,1,0,0,0,1,0
363.04,1,37.0,0,257,9,3,2,0,13,363.04,1,1,363.04,37.0,1.0,0.0,1,0,0,0,0,1,0,1,0
36.02,5,34.0,0,8,22,2,4,0,2,7.2,1,1,36.02,34.0,1.0,0.0003,0,0,0,0,0,0,0,0,1
85.06,2,24.0,0,329,11,2,4,0,23,42.53,0,1,85.06,24.0,1.0,0.0,0,0,0,0,0,1,0,0,0
185.9,5,43.0,0,54,15,2,0,0,12,37.18,1,1,185.9,43.0,1.0,0.0,0,0,0,0,0,1,0,0,0
89.99,2,35.0,0,33,8,1,2,0,3,45.0,1,1,89.99,35.0,1.0,0.0001,1,0,0,0,0,0,0,0,1
34.62,5,40.0,0,326,11,2,4,0,2,6.92,0,1,34.62,40.0,1.0,0.0001,1,0,0,1,0,0,0,0,0
29.62,5,14.0,0,86,22,2,4,0,9,5.92,1,1,29.62,14.0,1.0,0.0,0,0,1,1,0,0,0,0,0
187.47,5,55.0,0,236,15,3,3,0,28,37.49,1,1,187.47,55.0,1.0,0.0,0,0,0,0,0,0,0,0,0
57.77,5,40.0,0,264,10,2,6,1,25,11.55,1,1,57.77,40.0,1.0,0.0,0,1,0,0,0,1,0,0,1
380.37,5,35.0,0,323,22,4,3,0,4,76.07,1,1,380.37,35.0,1.0,0.0,0,0,1,0,1,0,0,1,0
92.4,3,36.0,0,63,8,1,1,0,23,30.8,1,1,92.4,36.0,1.0,0.0001,0,0,1,0,1,0,0,1,0
15.23,2,30.0,0,62,1,4,1,0,2,7.62,1,1,15.23,30.0,1.0,0.0,0,0,1,0,0,1,0,1,0
275.93,1,26.0,0,169,4,3,4,0,8,275.93,1,1,275.93,26.0,1.0,0.0006,1,0,0,1,0,0,0,0,0
180.82,5,42.0,0,51,13,2,6,1,25,36.16,1,1,180.82,42.0,1.0,0.0,1,0,0,0,1,0,0,0,0
417.25,4,27.0,0,87,16,3,6,1,31,104.31,1,1,417.25,27.0,1.0,0.0002,0,0,0,1,0,0,0,1,0
409.93,4,56.0,0,287,21,1,2,0,24,102.48,1,1,409.93,56.0,1.0,0.0002,0,1,0,1,0,0,0,0,0
578.47,3,42.0,0,355,10,3,0,0,18,192.82,1,1,578.47,42.0,1.0,0.0001,1,0,0,0,1,0,0,0,0
136.53,3,47.0,0,257,3,2,1,0,13,45.51,1,1,136.53,47.0,1.0,0.0003,1,0,0,0,1,0,0,1,0
245.12,2,28.0,0,174,18,1,4,0,26,122.56,0,1,245.12,28.0,1.0,0.0,0,0,0,0,1,0,0,1,0
263.71,5,31.0,0,120,10,2,1,0,13,52.74,1,1,263.71,31.0,1.0,0.0001,1,0,0,0,1,0,0,0,0
194.51,3,37.0,0,179,9,3,4,0,1,64.84,1,1,194.51,37.0,1.0,0.0,0,0,1,0,0,1,0,0,1
358.83,2,42.0,0,149,15,1,4,0,19,179.42,1,1,358.83,42.0,1.0,0.0,0,0,0,1,0,0,0,0,1
45.26,4,19.0,0,229,21,1,2,0,24,11.32,1,1,45.26,19.0,1.0,0.0002,0,1,0,0,0,0,0,0,1
134.03,3,37.0,0,315,0,1,0,0,8,44.68,1,1,134.03,37.0,1.0,0.0,0,1,0,0,0,0,1,0,0
432.21,2,45.0,0,121,5,2,6,1,4,216.1,1,1,432.21,45.0,1.0,0.0002,0,0,0,1,0,0,0,1,0
636.71375,1,54.0,1,106,3,1,2,0,10,636.71,1,1,636.71,54.0,1.0,0.0001,0,0,1,0,0,0,0,0,0
254.06,2,30.0,0,87,22,3,4,0,29,127.03,1,1,254.06,30.0,1.0,0.0,1,0,0,0,0,0,1,0,0
35.61,4,37.0,0,299,9,1,6,1,28,8.9,0,1,35.61,37.0,1.0,0.0001,1,0,0,0,1,0,0,0,0
191.77,2,52.0,0,311,4,4,5,1,6,95.88,1,1,191.77,52.0,1.0,0.0001,1,0,0,0,0,1,0,0,0
22.48,5,35.0,0,41,7,2,1,0,13,4.5,1,1,22.48,35.0,1.0,0.0,0,0,0,1,0,0,0,0,0
